id,name_x,height,weight,hp_x,attack_x,defense_x,s_attack,s_defense,speed_x,type,evo_set,info,name_y,type_1,type_2,total,hp_y,attack_y,defense_y,sp._atk,sp._def,speed_y,generation_x,legendary,type1_x,type2_x,evolution,ability,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,capture_rate,classfication,defense,experience_growth,height_m,hp,japanese_name,name_y,percentage_male,sp_attack,sp_defense,speed,type1_y,type2_y,weight_kg,generation_y,is_legendary,name,type1_base,type2_base,classification_base,height_(m)_base,weight_(kg)_base,abilities_y,generation_base,legendary_status_base,type1_df6,type2_df6,classification_df6,height_(m)_df6,weight_(kg)_df6,abilities_base,generation_df6,legendary_status_df6,type1,type2,classification,height_(m),weight_(kg),abilities_df6,generation,legendary_status
347,anorith,7,125,45,95,50,40,50,75,"{rock,bug}",177,ANORITH was regenerated from a prehistoric fossil. This primitive POKéMON once lived in warm seas. It grips its prey firmly between its two large claws.,Anorith,Rock,Bug,355.0,45.0,95.0,50.0,40.0,50.0,75.0,3.0,False,Rock,Bug,,"['Battle Armor', 'Swift Swim']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0,95.0,7680.0,70.0,355.0,45,Old Shrimp Pokémon,50.0,600000.0,0.7,45.0,Anopthアノプス,Anorith,88.1,40.0,50.0,75.0,rock,bug,12.5,3.0,0.0,Anorith,Rock,Bug,Old Shrimp Pokémon,0.7,12.5,"Battle-armor, Swift-swim",3.0,No,Rock,Bug,Old Shrimp Pokémon,0.7,12.5,"Battle-armor, Swift-swim",3.0,No,Rock,Bug,Old Shrimp Pokémon,0.7,12.5,"Battle-armor, Swift-swim",3.0,No
348,armaldo,15,682,75,125,100,70,80,45,"{rock,bug}",177,ARMALDO’s tough armor makes all attacks bounce off. This POKéMON’s two enormous claws can be freely extended or contracted. They have the power to punch right through a steel slab.,Armaldo,Rock,Bug,495.0,75.0,125.0,100.0,70.0,80.0,45.0,3.0,False,Rock,Bug,,"['Battle Armor', 'Swift Swim']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0,125.0,7680.0,70.0,495.0,45,Plate Pokémon,100.0,600000.0,1.5,75.0,Armaldoアーマルド,Armaldo,88.1,70.0,80.0,45.0,rock,bug,68.2,3.0,0.0,Armaldo,Rock,Bug,Plate Pokémon,1.5,68.2,"Battle-armor, Swift-swim",3.0,No,Rock,Bug,Plate Pokémon,1.5,68.2,"Battle-armor, Swift-swim",3.0,No,Rock,Bug,Plate Pokémon,1.5,68.2,"Battle-armor, Swift-swim",3.0,No
349,feebas,6,74,20,15,20,10,55,80,{water},178,"FEEBAS’s fins are ragged and tattered from the start of its life. Because of its shoddy appearance, this POKéMON is largely ignored. It is capable of living in both the sea and in rivers.",Feebas,Water,,200.0,20.0,15.0,20.0,10.0,55.0,80.0,3.0,False,Water,,,"['Swift Swim', 'Oblivious', 'Adaptability']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,15.0,5120.0,70.0,200.0,255,Fish Pokémon,20.0,600000.0,0.6,20.0,Hinbassヒンバス,Feebas,50.0,10.0,55.0,80.0,water,,7.4,3.0,0.0,Feebas,Water,,Fish Pokémon,0.6,7.4,"Swift-swim, Oblivious, Adaptability",3.0,No,Water,,Fish Pokémon,0.6,7.4,"Swift-swim, Oblivious, Adaptability",3.0,No,Water,,Fish Pokémon,0.6,7.4,"Swift-swim, Oblivious, Adaptability",3.0,No
350,milotic,62,1620,95,60,79,100,125,81,{water},178,Its lovely scales are described as rainbow colored. They change color depending on the viewing angle.,Milotic,Water,,540.0,95.0,60.0,79.0,100.0,125.0,81.0,3.0,False,Water,,,"['Marvel Scale', 'Competitive', 'Cute Charm']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,60.0,5120.0,70.0,540.0,60,Tender Pokémon,79.0,600000.0,6.2,95.0,Milokarossミロカロス,Milotic,50.0,100.0,125.0,81.0,water,,162.0,3.0,0.0,Milotic,Water,,Tender Pokémon,6.2,162.0,"Marvel-scale, Competitive, Cute-charm",3.0,No,Water,,Tender Pokémon,6.2,162.0,"Marvel-scale, Competitive, Cute-charm",3.0,No,Water,,Tender Pokémon,6.2,162.0,"Marvel-scale, Competitive, Cute-charm",3.0,No
351,castform,3,8,70,70,70,70,70,70,{normal},179,CASTFORM’s appearance changes with the weather. This POKéMON gained the ability to use the vast power of nature to protect its tiny body.,Castform,Normal,,420.0,70.0,70.0,70.0,70.0,70.0,70.0,3.0,False,Normal,,,['Forecast'],1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,70.0,6400.0,70.0,420.0,45,Weather Pokémon,70.0,1000000.0,0.3,70.0,Powalenポワルン,Castform,50.0,70.0,70.0,70.0,normal,,0.8,3.0,0.0,Castform,Normal,,Weather Pokémon,0.3,0.8,Forecast,3.0,No,Normal,,Weather Pokémon,0.3,0.8,Forecast,3.0,No,Normal,,Weather Pokémon,0.3,0.8,Forecast,3.0,No
352,kecleon,10,220,60,90,70,60,120,40,{normal},180,It changes body color to blend in with its surroundings. It also changes color if it is happy or sad.,Kecleon,Normal,,440.0,60.0,90.0,70.0,60.0,120.0,40.0,3.0,False,Normal,,,"['Color Change', 'Protean']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,90.0,5120.0,70.0,440.0,200,Color Swap Pokémon,70.0,1059860.0,1.0,60.0,Kakureonカクレオン,Kecleon,50.0,60.0,120.0,40.0,normal,,22.0,3.0,0.0,Kecleon,Normal,,Color Swap Pokémon,1.0,22.0,"Color-change, Protean",3.0,No,Normal,,Color Swap Pokémon,1.0,22.0,"Color-change, Protean",3.0,No,Normal,,Color Swap Pokémon,1.0,22.0,"Color-change, Protean",3.0,No
353,shuppet,6,23,44,75,35,63,33,45,{ghost},181,"SHUPPET is attracted by feelings of jealousy and vindictiveness. If someone develops strong feelings of vengeance, this POKéMON will appear in a swarm and line up beneath the eaves of that person’s home.",Shuppet,Ghost,,295.0,44.0,75.0,35.0,63.0,33.0,45.0,3.0,False,Ghost,,,"['Insomnia', 'Frisk', 'Cursed Body']",0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,75.0,6400.0,35.0,295.0,225,Puppet Pokémon,35.0,800000.0,0.6,44.0,Kagebouzuカゲボウズ,Shuppet,50.0,63.0,33.0,45.0,ghost,,2.3,3.0,0.0,Shuppet,Ghost,,Puppet Pokémon,0.6,2.3,"Insomnia, Frisk, Cursed-body",3.0,No,Ghost,,Puppet Pokémon,0.6,2.3,"Insomnia, Frisk, Cursed-body",3.0,No,Ghost,,Puppet Pokémon,0.6,2.3,"Insomnia, Frisk, Cursed-body",3.0,No
354,banette,11,125,64,115,65,83,63,65,{ghost},181,BANETTE generates energy for laying strong curses by sticking pins into its own body. This POKéMON was originally a pitiful plush doll that was thrown away.,Banette,Ghost,,455.0,64.0,115.0,65.0,83.0,63.0,65.0,3.0,False,Ghost,,,"['Insomnia', 'Frisk', 'Cursed Body']",0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,165.0,6400.0,35.0,555.0,45,Marionette Pokémon,75.0,800000.0,1.1,64.0,Juppetaジュペッタ,Banette,50.0,93.0,83.0,75.0,ghost,,12.5,3.0,0.0,Banette,Ghost,,Marionette Pokémon,1.1,12.5,"Insomnia, Frisk, Cursed-body",3.0,No,Ghost,,Marionette Pokémon,1.1,12.5,"Insomnia, Frisk, Cursed-body",3.0,No,Ghost,,Marionette Pokémon,1.1,12.5,"Insomnia, Frisk, Cursed-body",3.0,No
354,banette,11,125,64,115,65,83,63,65,{ghost},181,BANETTE generates energy for laying strong curses by sticking pins into its own body. This POKéMON was originally a pitiful plush doll that was thrown away.,BanetteMega Banette,Ghost,,555.0,64.0,165.0,75.0,93.0,83.0,75.0,3.0,False,Ghost,,,"['Insomnia', 'Frisk', 'Cursed Body']",0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,165.0,6400.0,35.0,555.0,45,Marionette Pokémon,75.0,800000.0,1.1,64.0,Juppetaジュペッタ,Banette,50.0,93.0,83.0,75.0,ghost,,12.5,3.0,0.0,Banette,Ghost,,Marionette Pokémon,1.1,12.5,"Insomnia, Frisk, Cursed-body",3.0,No,Ghost,,Marionette Pokémon,1.1,12.5,"Insomnia, Frisk, Cursed-body",3.0,No,Ghost,,Marionette Pokémon,1.1,12.5,"Insomnia, Frisk, Cursed-body",3.0,No
355,duskull,8,150,20,40,90,30,90,25,{ghost},182,"DUSKULL can pass through any wall no matter how thick it may be. Once this POKéMON chooses a target, it will doggedly pursue the intended victim until the break of dawn.",Duskull,Ghost,,295.0,20.0,40.0,90.0,30.0,90.0,25.0,3.0,False,Ghost,,,"['Levitate', 'Frisk']",0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,40.0,6400.0,35.0,295.0,190,Requiem Pokémon,90.0,800000.0,0.8,20.0,Yomawaruヨマワル,Duskull,50.0,30.0,90.0,25.0,ghost,,15.0,3.0,0.0,Duskull,Ghost,,Requiem Pokémon,0.8,15.0,"Levitate, Frisk",3.0,No,Ghost,,Requiem Pokémon,0.8,15.0,"Levitate, Frisk",3.0,No,Ghost,,Requiem Pokémon,0.8,15.0,"Levitate, Frisk",3.0,No
356,dusclops,16,306,40,70,130,60,130,25,{ghost},182,"DUSCLOPS’s body is completely hollow - there is nothing at all inside. It is said that its body is like a black hole. This POKéMON will absorb anything into its body, but nothing will ever come back out.",Dusclops,Ghost,,455.0,40.0,70.0,130.0,60.0,130.0,25.0,3.0,False,Ghost,,,"['Pressure', 'Frisk']",0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,70.0,6400.0,35.0,455.0,90,Beckon Pokémon,130.0,800000.0,1.6,40.0,Samayouruサマヨール,Dusclops,50.0,60.0,130.0,25.0,ghost,,30.6,3.0,0.0,Dusclops,Ghost,,Beckon Pokémon,1.6,30.6,"Pressure, Frisk",3.0,No,Ghost,,Beckon Pokémon,1.6,30.6,"Pressure, Frisk",3.0,No,Ghost,,Beckon Pokémon,1.6,30.6,"Pressure, Frisk",3.0,No
357,tropius,20,1000,99,68,83,72,87,51,"{grass,flying}",183,"The bunches of fruit around TROPIUS’s neck are very popular with children. This POKéMON loves fruit, and eats it continuously. Apparently, its love for fruit resulted in its own outgrowth of fruit.",Tropius,Grass,Flying,460.0,99.0,68.0,83.0,72.0,87.0,51.0,3.0,False,Grass,Flying,,"['Chlorophyll', 'Solar Power', 'Harvest']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,0.0,4.0,1.0,2.0,1.0,2.0,1.0,0.5,68.0,6400.0,70.0,460.0,200,Fruit Pokémon,83.0,1250000.0,2.0,99.0,Tropiusトロピウス,Tropius,50.0,72.0,87.0,51.0,grass,flying,100.0,3.0,0.0,Tropius,Grass,Flying,Fruit Pokémon,2.0,100.0,"Chlorophyll, Solar-power, Harvest",3.0,No,Grass,Flying,Fruit Pokémon,2.0,100.0,"Chlorophyll, Solar-power, Harvest",3.0,No,Grass,Flying,Fruit Pokémon,2.0,100.0,"Chlorophyll, Solar-power, Harvest",3.0,No
358,chimecho,6,10,75,50,80,95,90,65,{psychic},184,"CHIMECHO makes its cries echo inside its hollow body. When this POKéMON becomes enraged, its cries result in ultrasonic waves that have the power to knock foes flying.",Chimecho,Psychic,,425.0,65.0,50.0,70.0,95.0,80.0,65.0,3.0,False,Psychic,,,['Levitate'],2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,50.0,6400.0,70.0,455.0,45,Wind Chime Pokémon,80.0,800000.0,0.6,75.0,Chireanチリーン,Chimecho,50.0,95.0,90.0,65.0,psychic,,1.0,3.0,0.0,Chimecho,Psychic,,Wind Chime Pokémon,0.6,1.0,Levitate,3.0,No,Psychic,,Wind Chime Pokémon,0.6,1.0,Levitate,3.0,No,Psychic,,Wind Chime Pokémon,0.6,1.0,Levitate,3.0,No
359,absol,12,470,65,130,60,75,60,75,{dark},185,"Every time ABSOL appears before people, it is followed by a disaster such as an earthquake or a tidal wave. As a result, it came to be known as the disaster POKéMON.",Absol,Dark,,465.0,65.0,130.0,60.0,75.0,60.0,75.0,3.0,False,Dark,,,"['Pressure', 'Super Luck', 'Justified']",2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,150.0,6400.0,35.0,565.0,30,Disaster Pokémon,60.0,1059860.0,1.2,65.0,Absolアブソル,Absol,50.0,115.0,60.0,115.0,dark,,47.0,3.0,0.0,Absol,Dark,,Disaster Pokémon,1.2,47.0,"Pressure, Super-luck, Justified",3.0,No,Dark,,Disaster Pokémon,1.2,47.0,"Pressure, Super-luck, Justified",3.0,No,Dark,,Disaster Pokémon,1.2,47.0,"Pressure, Super-luck, Justified",3.0,No
359,absol,12,470,65,130,60,75,60,75,{dark},185,"Every time ABSOL appears before people, it is followed by a disaster such as an earthquake or a tidal wave. As a result, it came to be known as the disaster POKéMON.",AbsolMega Absol,Dark,,565.0,65.0,150.0,60.0,115.0,60.0,115.0,3.0,False,Dark,,,"['Pressure', 'Super Luck', 'Justified']",2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,150.0,6400.0,35.0,565.0,30,Disaster Pokémon,60.0,1059860.0,1.2,65.0,Absolアブソル,Absol,50.0,115.0,60.0,115.0,dark,,47.0,3.0,0.0,Absol,Dark,,Disaster Pokémon,1.2,47.0,"Pressure, Super-luck, Justified",3.0,No,Dark,,Disaster Pokémon,1.2,47.0,"Pressure, Super-luck, Justified",3.0,No,Dark,,Disaster Pokémon,1.2,47.0,"Pressure, Super-luck, Justified",3.0,No
360,wynaut,6,140,95,23,48,23,48,23,{psychic},100,"WYNAUT can always be seen with a big, happy smile on its face. Look at its tail to determine if it is angry. When angered, this POKéMON will be slapping the ground with its tail.",Wynaut,Psychic,,260.0,95.0,23.0,48.0,23.0,48.0,23.0,3.0,False,Psychic,,,"['Shadow Tag', 'Telepathy']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,23.0,5120.0,70.0,260.0,125,Bright Pokémon,48.0,1000000.0,0.6,95.0,Sohnanoソーナノ,Wynaut,50.0,23.0,48.0,23.0,psychic,,14.0,3.0,0.0,Wynaut,Psychic,,Bright Pokémon,0.6,14.0,"Shadow-tag, Telepathy",3.0,No,Psychic,,Bright Pokémon,0.6,14.0,"Shadow-tag, Telepathy",3.0,No,Psychic,,Bright Pokémon,0.6,14.0,"Shadow-tag, Telepathy",3.0,No
361,snorunt,7,168,50,50,50,50,50,50,{ice},186,"SNORUNT live in regions with heavy snowfall. In seasons without snow, such as spring and summer, this POKéMON steals away to live quietly among stalactites and stalagmites deep in caverns.",Snorunt,Ice,,300.0,50.0,50.0,50.0,50.0,50.0,50.0,3.0,False,Ice,,,"['Inner Focus', 'Ice Body', 'Moody']",1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,50.0,5120.0,70.0,300.0,190,Snow Hat Pokémon,50.0,1000000.0,0.7,50.0,Yukiwarashiユキワラシ,Snorunt,50.0,50.0,50.0,50.0,ice,,16.8,3.0,0.0,Snorunt,Ice,,Snow Hat Pokémon,0.7,16.8,"Inner-focus, Ice-body, Moody",3.0,No,Ice,,Snow Hat Pokémon,0.7,16.8,"Inner-focus, Ice-body, Moody",3.0,No,Ice,,Snow Hat Pokémon,0.7,16.8,"Inner-focus, Ice-body, Moody",3.0,No
362,glalie,15,2565,80,80,80,80,80,80,{ice},186,"GLALIE has a body made of rock, which it hardens with an armor of ice. This POKéMON has the ability to freeze moisture in the atmosphere into any shape it desires.",Glalie,Ice,,480.0,80.0,80.0,80.0,80.0,80.0,80.0,3.0,False,Ice,,,"['Inner Focus', 'Ice Body', 'Moody']",1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,120.0,5120.0,70.0,580.0,75,Face Pokémon,80.0,1000000.0,1.5,80.0,Onigohriオニゴーリ,Glalie,50.0,120.0,80.0,100.0,ice,,256.5,3.0,0.0,Glalie,Ice,,Face Pokémon,1.5,256.5,"Inner-focus, Ice-body, Moody",3.0,No,Ice,,Face Pokémon,1.5,256.5,"Inner-focus, Ice-body, Moody",3.0,No,Ice,,Face Pokémon,1.5,256.5,"Inner-focus, Ice-body, Moody",3.0,No
362,glalie,15,2565,80,80,80,80,80,80,{ice},186,"GLALIE has a body made of rock, which it hardens with an armor of ice. This POKéMON has the ability to freeze moisture in the atmosphere into any shape it desires.",GlalieMega Glalie,Ice,,580.0,80.0,120.0,80.0,120.0,80.0,100.0,3.0,False,Ice,,,"['Inner Focus', 'Ice Body', 'Moody']",1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,120.0,5120.0,70.0,580.0,75,Face Pokémon,80.0,1000000.0,1.5,80.0,Onigohriオニゴーリ,Glalie,50.0,120.0,80.0,100.0,ice,,256.5,3.0,0.0,Glalie,Ice,,Face Pokémon,1.5,256.5,"Inner-focus, Ice-body, Moody",3.0,No,Ice,,Face Pokémon,1.5,256.5,"Inner-focus, Ice-body, Moody",3.0,No,Ice,,Face Pokémon,1.5,256.5,"Inner-focus, Ice-body, Moody",3.0,No
363,spheal,8,395,70,40,50,55,50,25,"{ice,water}",187,"SPHEAL is much faster rolling than  walking to get around. When groups of this POKéMON eat, they all clap at once to show their pleasure. Because of this, their mealtimes are noisy.",Spheal,Ice,Water,290.0,70.0,40.0,50.0,55.0,50.0,25.0,3.0,False,Ice,Water,,"['Thick Fat', 'Ice Body', 'Oblivious']",1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5,40.0,5120.0,70.0,290.0,255,Clap Pokémon,50.0,1059860.0,0.8,70.0,Tamazarashiタマザラシ,Spheal,50.0,55.0,50.0,25.0,ice,water,39.5,3.0,0.0,Spheal,Ice,Water,Clap Pokémon,0.8,39.5,"Thick-fat, Ice-body, Oblivious",3.0,No,Ice,Water,Clap Pokémon,0.8,39.5,"Thick-fat, Ice-body, Oblivious",3.0,No,Ice,Water,Clap Pokémon,0.8,39.5,"Thick-fat, Ice-body, Oblivious",3.0,No
364,sealeo,11,876,90,60,70,75,70,45,"{ice,water}",187,SEALEO has the habit of always juggling on the tip of its nose anything it sees for the first time. This POKéMON occasionally entertains itself by balancing and rolling a SPHEAL on its nose.,Sealeo,Ice,Water,410.0,90.0,60.0,70.0,75.0,70.0,45.0,3.0,False,Ice,Water,,"['Thick Fat', 'Ice Body', 'Oblivious']",1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5,60.0,5120.0,70.0,410.0,120,Ball Roll Pokémon,70.0,1059860.0,1.1,90.0,Todogglerトドグラー,Sealeo,50.0,75.0,70.0,45.0,ice,water,87.6,3.0,0.0,Sealeo,Ice,Water,Ball Roll Pokémon,1.1,87.6,"Thick-fat, Ice-body, Oblivious",3.0,No,Ice,Water,Ball Roll Pokémon,1.1,87.6,"Thick-fat, Ice-body, Oblivious",3.0,No,Ice,Water,Ball Roll Pokémon,1.1,87.6,"Thick-fat, Ice-body, Oblivious",3.0,No
365,walrein,14,1506,110,80,90,95,90,65,"{ice,water}",187,It swims through icy seas while shattering ice floes with its large tusks. It is protected by its thick blubber.,Walrein,Ice,Water,530.0,110.0,80.0,90.0,95.0,90.0,65.0,3.0,False,Ice,Water,,"['Thick Fat', 'Ice Body', 'Oblivious']",1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5,80.0,5120.0,70.0,530.0,45,Ice Break Pokémon,90.0,1059860.0,1.4,110.0,Todoserugaトドゼルガ,Walrein,50.0,95.0,90.0,65.0,ice,water,150.6,3.0,0.0,Walrein,Ice,Water,Ice Break Pokémon,1.4,150.6,"Thick-fat, Ice-body, Oblivious",3.0,No,Ice,Water,Ice Break Pokémon,1.4,150.6,"Thick-fat, Ice-body, Oblivious",3.0,No,Ice,Water,Ice Break Pokémon,1.4,150.6,"Thick-fat, Ice-body, Oblivious",3.0,No
366,clamperl,4,525,35,64,85,74,55,32,{water},188,CLAMPERL’s sturdy shell is not only good for protection - it is also used for clamping and catching prey. A fully grown CLAMPERL’s shell will be scored with nicks and scratches all over.,Clamperl,Water,,345.0,35.0,64.0,85.0,74.0,55.0,32.0,3.0,False,Water,,,"['Shell Armor', 'Rattled']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,64.0,5120.0,70.0,345.0,255,Bivalve Pokémon,85.0,600000.0,0.4,35.0,Pearluluパールル,Clamperl,50.0,74.0,55.0,32.0,water,,52.5,3.0,0.0,Clamperl,Water,,Bivalve Pokémon,0.4,52.5,"Shell-armor, Rattled",3.0,No,Water,,Bivalve Pokémon,0.4,52.5,"Shell-armor, Rattled",3.0,No,Water,,Bivalve Pokémon,0.4,52.5,"Shell-armor, Rattled",3.0,No
367,huntail,17,270,55,104,105,94,75,52,{water},188,HUNTAIL’s presence went unnoticed by people for a long time because it lives at extreme depths in the sea. This POKéMON’s eyes can see clearly even in the murky dark depths of the ocean.,Huntail,Water,,485.0,55.0,104.0,105.0,94.0,75.0,52.0,3.0,False,Water,,,"['Swift Swim', 'Water Veil']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,104.0,5120.0,70.0,485.0,60,Deep Sea Pokémon,105.0,600000.0,1.7,55.0,Huntailハンテール,Huntail,50.0,94.0,75.0,52.0,water,,27.0,3.0,0.0,Huntail,Water,,Deep Sea Pokémon,1.7,27.0,"Swift-swim, Water-veil",3.0,No,Water,,Deep Sea Pokémon,1.7,27.0,"Swift-swim, Water-veil",3.0,No,Water,,Deep Sea Pokémon,1.7,27.0,"Swift-swim, Water-veil",3.0,No
368,gorebyss,18,226,55,84,105,114,75,52,{water},188,"GOREBYSS lives in the southern seas at extreme depths. Its body is built to withstand the enormous pressure of water at incredible depths. Because of this, this POKéMON’s body is unharmed by ordinary attacks.",Gorebyss,Water,,485.0,55.0,84.0,105.0,114.0,75.0,52.0,3.0,False,Water,,,"['Swift Swim', 'Hydration']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,84.0,5120.0,70.0,485.0,60,South Sea Pokémon,105.0,600000.0,1.8,55.0,Sakurabyssサクラビス,Gorebyss,50.0,114.0,75.0,52.0,water,,22.6,3.0,0.0,Gorebyss,Water,,South Sea Pokémon,1.8,22.6,"Swift-swim, Hydration",3.0,No,Water,,South Sea Pokémon,1.8,22.6,"Swift-swim, Hydration",3.0,No,Water,,South Sea Pokémon,1.8,22.6,"Swift-swim, Hydration",3.0,No
369,relicanth,10,234,100,90,130,45,65,55,"{water,rock}",189,RELICANTH is a POKéMON species that existed for a hundred million years without ever changing its form. This ancient POKéMON feeds on microscopic organisms with its toothless mouth.,Relicanth,Water,Rock,485.0,100.0,90.0,130.0,45.0,65.0,55.0,3.0,False,Water,Rock,,"['Swift Swim', 'Rock Head', 'Sturdy']",1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,90.0,10240.0,70.0,485.0,25,Longevity Pokémon,130.0,1250000.0,1.0,100.0,Glanthジーランス,Relicanth,88.1,45.0,65.0,55.0,water,rock,23.4,3.0,0.0,Relicanth,Water,Rock,Longevity Pokémon,1.0,23.4,"Swift-swim, Rock-head, Sturdy",3.0,No,Water,Rock,Longevity Pokémon,1.0,23.4,"Swift-swim, Rock-head, Sturdy",3.0,No,Water,Rock,Longevity Pokémon,1.0,23.4,"Swift-swim, Rock-head, Sturdy",3.0,No
370,luvdisc,6,87,43,30,55,40,65,97,{water},190,LUVDISC live in shallow seas in the tropics. This heart-shaped POKéMON earned its name by swimming after loving couples it spotted in the ocean’s waves.,Luvdisc,Water,,330.0,43.0,30.0,55.0,40.0,65.0,97.0,3.0,False,Water,,,"['Swift Swim', 'Hydration']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,30.0,5120.0,70.0,330.0,225,Rendezvous Pokémon,55.0,800000.0,0.6,43.0,Lovecusラブカス,Luvdisc,24.6,40.0,65.0,97.0,water,,8.7,3.0,0.0,Luvdisc,Water,,Rendezvous Pokémon,0.6,8.7,"Swift-swim, Hydration",3.0,No,Water,,Rendezvous Pokémon,0.6,8.7,"Swift-swim, Hydration",3.0,No,Water,,Rendezvous Pokémon,0.6,8.7,"Swift-swim, Hydration",3.0,No
371,bagon,6,421,45,75,60,40,30,50,{dragon},191,"Dreaming of one day flying, it practices by leaping off cliffs every day.",Bagon,Dragon,,300.0,45.0,75.0,60.0,40.0,30.0,50.0,3.0,False,Dragon,,,"['Rock Head', 'Sheer Force']",1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,75.0,10240.0,35.0,300.0,45,Rock Head Pokémon,60.0,1250000.0,0.6,45.0,Tatsubayタツベイ,Bagon,50.0,40.0,30.0,50.0,dragon,,42.1,3.0,0.0,Bagon,Dragon,,Rock Head Pokémon,0.6,42.1,"Rock-head, Sheer-force",3.0,No,Dragon,,Rock Head Pokémon,0.6,42.1,"Rock-head, Sheer-force",3.0,No,Dragon,,Rock Head Pokémon,0.6,42.1,"Rock-head, Sheer-force",3.0,No
